1593.890	2053.038	1231.226	232.7785	0.00000
2706.708	1483.131	577.2723	74.11230	0.00000
146.6143	-104.8442	-67.95374	-13.91127	0.00000
0.04141960	0.04564888	0.02958542	0.005571483	0.00000
0.3426349	0.000000	0.000000	0.000000	0.00000
19.49814	1.758178	-6.008212	-4.470533	0.00000
4.903830	0.000000	0.000000	0.000000	0.00000
0.05212154	0.03166411	-0.002750074	-0.002271549	0.00000
1.312179	-0.3294936	0.09231860	0.02610989	0.00000
0.8073972	0.000000	0.000000	0.000000	0.00000
1.031538	-0.2434480	7.732821	6.460705	1.374484
1.043715	-1.577474	-5.168234	-5.596506	-1.299394
785.9573	-8.542048	-26.42511	-9.585707	0.00000
3858.911	2459.681	-76.30093	-348.6057	-48.61703
288.8720	295.2979	185.0341	37.97254	0.00000
7.196580	0.5613746	0.3805871	0.08398728	0.00000
2.617890	1.019135	-0.03292551	-0.07445123	0.00000
0.01075567	0.01773287	0.009610479	0.001732469	0.00000
1.476246	1.899331	1.195010	0.3035051	0.00000
0.1910302	0.1158624	0.03348990	0.002599706	0.00000
0.3931056	0.007277637	-0.1366593	-0.04508946	0.00000
0.3267776	0.1204424	0.09988332	0.02455361	0.00000
0.7330122	0.5192827	0.2316416	0.008346941	0.00000
1.172768	-0.1209262	-0.1193023	-0.02859837	0.00000
0.3982622	-0.2296279	-0.2262539	-0.05219837	0.00000
0.2321400	0.001828075	-0.02232007	-0.003378734	0.00000
0.01163659	0.003427682	0.001421393	-0.003710666	0.00000
1.555590	-0.3223927	-0.5197429	-0.1066441	0.00000
0.4907546	-0.1683928	-0.3108742	-0.07202918	0.00000
4.537070	-4.465455	-1.612690	-1.623246	0.00000
0.001564231	0.001653042	-0.004439786	-0.004951011	-0.001216530
1.071489	-0.1164852	-0.08623831	-0.01582349	0.00000
0.7108492	0.7935927	0.3926983	0.03622146	0.00000
0.003969331	0.004539076	0.001720906	0.0001897857	0.00000
0.3855707	-0.6104166	5.676742	10.60894	5.284014
0.3579064	-0.6442936	5.494644	10.54952	5.280991
